23907 200802  1.302  -98.0846   30.6222    21.2     6.7    14.0    13.7 -9999.0    15.2 R    29.1     6.8    15.1
23907 200803  1.302  -98.0846   30.6222    22.1     9.3    15.7    15.3   103.8    15.4 R    29.6     9.1    17.0
23907 200804  1.302  -98.0846   30.6222    25.8    13.2    19.5    19.1    72.5    20.3 R    37.0    14.0    22.5
23907 200805  1.302  -98.0846   30.6222    30.3    18.6    24.4    23.8    98.5    22.7 R    44.4    19.8    28.6
23907 200806  1.302  -98.0846   30.6222    34.8    22.3    28.6    28.0     7.8    25.5 R    52.8    24.0    34.4
23907 200807  1.302  -98.0846   30.6222    34.9    21.9    28.4    27.6    37.8    25.2 R    52.5    23.8    33.8
23907 200808  1.302  -98.0846   30.6222    34.1    22.3    28.2    27.4    69.5    20.7 R    48.4    23.9    32.1
23907 200809  1.302  -98.0846   30.6222    31.4    18.9    25.1    24.6    21.7    20.5 R    44.1    20.0    28.5
23907 200810  1.302  -98.0846   30.6222    26.7    14.5    20.6    20.0    40.7    17.1 R    35.5    14.9    22.4
23907 200811  1.302  -98.0846   30.6222    21.7    10.1    15.9    15.5    14.0    12.8 R    28.0    10.0    16.6
23907 200812  1.302  -98.0846   30.6222    17.3     4.4    10.8    10.5     5.6    10.1 R    20.9     4.7    11.1
23907 200901  1.302  -98.0846   30.6222    18.3     4.4    11.3    10.4    17.6    12.4 R    21.9     4.1    10.9
23907 200902  1.302  -98.0846   30.6222    21.3     8.3    14.8    14.5    14.8    15.1 R    28.9     8.3    15.9
23907 200903  1.302  -98.0846   30.6222    22.6    10.1    16.4    15.6   102.2    15.6 R    31.6    10.4    17.9
23907 200904  1.302  -98.0846   30.6222    25.2    13.2    19.2    18.9   135.8    19.2 R    35.3    13.6    21.7
23907 200905  1.302  -98.0846   30.6222    29.6    18.2    23.9    23.3    63.1    21.2 R    43.0    19.5    27.9
23907 200906  1.302  -98.0846   30.6222    34.4    21.8    28.1    27.8    36.6    25.1 R    50.7    23.4    33.6
23907 200907  1.302  -98.0846   30.6222    36.0    23.1    29.6    29.1    45.4    21.9 R    50.9    24.9    34.5
23907 200908  1.302  -98.0846   30.6222    36.3    22.7    29.5    28.8    21.1    22.9 R    51.3    24.3    33.9
23907 200909  1.302  -98.0846   30.6222    28.7    18.8    23.7    23.1   137.8    14.4 R    38.6    20.0    26.2
23907 200910  1.302  -98.0846   30.6222    23.8    13.3    18.5    18.0   275.7    12.3 R    29.3    14.6    20.1
23907 200911  1.302  -98.0846   30.6222    20.6    10.5    15.5    15.1    80.4    12.1 R    25.6    10.0    15.9
23907 200912  1.302  -98.0846   30.6222    12.6     2.3     7.4     6.9    45.3     8.8 R    15.9     3.1     8.2
23907 201001  1.302  -98.0846   30.6222    13.1     3.1     8.1     7.6   110.4    10.4 R    18.2     2.9     8.6
23907 201002  2.403  -98.0846   30.6222    11.2     2.1     6.6     6.2    63.4    11.5 R    17.5     2.4     7.8
23907 201003  2.403  -98.0846   30.6222    20.4     7.9    14.2    13.7    88.4    19.3 R    28.8     7.4    15.6
23907 201004  2.403  -98.0846   30.6222    24.6    13.7    19.2    18.8    42.3    18.7 R    35.3    14.3    21.8
23907 201005  2.403  -98.0846   30.6222    30.0    19.0    24.5    23.9    28.4    21.1 R    43.5    19.8    27.9
23907 201006  2.403  -98.0846   30.6222    32.6    22.3    27.5    26.8    86.5    22.5 R    47.4    23.5    31.9
23907 201007  2.403  -98.0846   30.6222    32.5    22.9    27.7    26.9    97.4    22.3 R    45.7    24.2    31.5
23907 201008  2.403  -98.0846   30.6222    36.2    23.6    29.9    29.3    11.8    24.2 R    51.5    25.0    34.7
23907 201009  2.403  -98.0846   30.6222    30.7    20.4    25.6    24.7   200.4    18.4 R    41.3    21.5    28.2
23907 201010  2.403  -98.0846   30.6222    27.5    14.9    21.2    20.6     2.9    18.4 R    37.4    15.1    23.4
23907 201011  2.403  -98.0846   30.6222    21.2     9.3    15.3    14.8    16.2    13.1 R    27.5     9.8    16.5
23907 201012  2.403  -98.0846   30.6222    16.5     5.1    10.8    10.6    24.9    11.3 R    21.2     5.4    11.8
23907 201101  2.403  -98.0846   30.6222    14.1     2.8     8.5     8.2    50.5    10.6 R    18.9     3.3     9.4
23907 201102  2.403  -98.0846   30.6222    17.2     4.6    10.9    10.0    18.1    12.7 R    22.2     5.0    11.5
23907 201103  2.403  -98.0846   30.6222    24.1    11.2    17.6    17.0     1.9    17.3 R    33.5    11.7    19.9
23907 201104  2.403  -98.0846   30.6222    29.4    16.6    23.0    22.6    21.7    22.0 R    39.6    17.1    25.8
23907 201105  2.403  -98.0846   30.6222    29.9    17.8    23.9    23.3    78.9    22.0 R    40.3    18.5    26.9
23907 201106  2.403  -98.0846   30.6222    35.3    22.1    28.7    28.6    31.7    27.3 R    48.6    23.2    33.7
23907 201107  2.403  -98.0846   30.6222    36.4    23.8    30.1    29.8     8.9    25.4 R    50.7    25.2    35.1
23907 201108  2.403  -98.0846   30.6222    38.0    24.9    31.4    31.3     0.0    24.9 R    52.0    26.1    36.5
23907 201109  2.403  -98.0846   30.6222    34.3    20.8    27.6    27.1    31.0    22.0 R    45.7    21.4    30.7
23907 201110  2.403  -98.0846   30.6222    26.6    15.2    20.9    20.4    78.6    17.6 R    35.2    15.4    22.9
23907 201111  2.403  -98.0846   30.6222    20.9     9.9    15.4    15.3    56.4    12.4 R    25.6    10.2    16.5
23907 201112  2.403  -98.0846   30.6222    14.5     5.9    10.2     9.7   107.4     7.3 R    16.6     5.9    10.1
23907 201201  2.413  -98.0846   30.6222    17.8     6.3    12.1    11.6    56.8    12.0 R    22.2     6.1    12.4
23907 201202  2.413  -98.0846   30.6222    17.6     7.7    12.6    12.2    87.0    12.0 C    23.5     7.3    13.3
23907 201203  2.413  -98.0846   30.6222    22.9    12.6    17.7    17.5   137.1    15.1 C    31.0    12.3    19.4
23907 201204  2.413  -98.0846   30.6222    27.7    16.1    21.9    21.5    10.0    20.4 C    40.6    16.5    25.7
23907 201205  2.413  -98.0846   30.6222    29.3    18.7    24.0    23.5   105.0    21.0 C    42.9    19.8    28.3
23907 201206  2.413  -98.0846   30.6222    34.0    22.1    28.0    27.6     5.1    23.4 C    50.8    23.7    33.8
23907 201207  2.413  -98.0846   30.6222    34.1    22.5    28.3    27.5    48.7    22.5 C    49.6    24.2    33.2
23907 201208  2.413  -98.0846   30.6222    35.6    23.0    29.3    28.7    21.9    22.3 C    51.1    24.6    34.2
23907 201209  2.413  -98.0846   30.6222    30.9    19.7    25.3    24.8    80.3    18.5 C    43.4    20.5    28.9
23907 201210  2.413  -98.0846   30.6222    25.2    15.0    20.1    19.5    18.6    14.9 C    33.4    15.6    22.1
23907 201211  2.413  -98.0846   30.6222    22.6    11.0    16.8    16.3    12.1    13.4 C    29.7    10.7    17.6
23907 201212  2.413  -98.0846   30.6222    18.1     7.3    12.7    12.3     8.0     9.6 C    22.1     6.8    12.8
23907 201301  2.413  -98.0846   30.6222    15.9     5.3    10.6    10.4    70.5    10.4 C    20.1     4.9    10.8
23907 201302  2.423  -98.0846   30.6222    19.0     6.7    12.8    12.6    27.2    14.8 C    27.1     6.5    14.2
23907 201303  2.423  -98.0846   30.6222    21.8     8.6    15.2    15.0    32.1    18.1 C    32.2     8.6    17.7
23907 201304  2.423  -98.0846   30.6222    23.7    11.8    17.7    17.2    75.4    17.2 C    33.3    12.5    20.4
23907 201305  2.423  -98.0846   30.6222    27.9    16.7    22.3    21.8   114.3    18.9 C    37.7    17.2    25.0
23907 201306  2.423  -98.0846   30.6222    33.4    21.6    27.5    27.2    28.1    23.9 C    47.7    23.2    32.6
23907 201307  2.423  -98.0846   30.6222    33.3    22.0    27.7    27.2   127.7    22.4 C    46.5    23.5    32.2
23907 201308  2.423  -98.0846   30.6222    35.0    22.6    28.8    28.3    26.3    22.2 C    49.3    24.3    33.5
23907 201309  2.423  -98.0846   30.6222    32.1    20.8    26.5    25.8   177.6    17.4 C    42.5    21.9    29.1
23907 201310  2.423  -98.0846   30.6222    25.6    15.2    20.4    20.1    98.5    14.1 C    33.3    16.1    22.4
23907 201311  2.423  -98.0846   30.6222    18.3     8.2    13.2    12.7   176.3     9.5 C    21.3     8.2    13.3
23907 201312  2.423  -98.0846   30.6222    14.1     3.4     8.7     8.1    19.6     8.9 C    16.4     3.1     8.3
23907 201401  2.423  -98.0846   30.6222    15.6     2.6     9.1     8.7     4.6    11.7 C    18.8     2.3     8.8
23907 201402  2.423  -98.0846   30.6222    16.3     3.7    10.0     9.5    10.7    11.8 C    21.4     4.8    11.2
23907 201403  2.423  -98.0846   30.6222    20.5     7.3    13.9    13.3    14.0    16.6 C    29.4     8.1    16.1
23907 201404  2.423  -98.0846   30.6222    25.2    14.0    19.6    19.0    20.8    19.1 C    35.6    14.4    22.4
23907 201405  2.423  -98.0846   30.6222    28.1    16.7    22.4    22.0   147.4    20.9 C    38.2    17.2    25.3
23907 201406  2.423  -98.0846   30.6222    31.1    21.3    26.2    25.8    87.0    20.5 C    43.6    22.6    30.2
23907 201407  2.423  -98.0846   30.6222    33.6    21.8    27.7    27.2    64.6    22.7 C    47.8    23.7    32.7
23907 201408  2.423  -98.0846   30.6222    35.6    22.7    29.2    28.4    12.1    22.3 C    50.1    24.3    33.8
23907 201409  2.423  -98.0846   30.6222    31.3    20.3    25.8    25.0   101.4    17.2 C    42.0    21.3    28.7
23907 201410  2.423  -98.0846   30.6222    28.0    16.9    22.4    21.8    48.0    15.8 C    35.5    17.0    23.8
23907 201411  2.423  -98.0846   30.6222    17.5     6.8    12.1    11.9   116.5    11.0 C    21.4     6.8    12.8
23907 201412  2.423  -98.0846   30.6222    15.3     7.3    11.3    10.6    14.1     6.2 C    17.4     7.7    11.5
23907 201501  2.423  -98.0846   30.6222    13.2     3.2     8.2     7.7    85.4     8.9 C    15.3     2.9     7.9
23907 201502  2.423  -98.0846   30.6222    14.7     4.0     9.4     9.0     7.1    10.4 C    19.1     4.4    10.2
23907 201503  2.423  -98.0846   30.6222    20.3    10.0    15.1    14.7    90.8    14.4 C    27.1     9.8    16.3
23907 201504  2.423  -98.0846   30.6222    25.3    15.1    20.2    19.8    56.1    16.6 C    34.6    16.3    23.0
23907 201505  2.423  -98.0846   30.6222    26.8    18.0    22.4    21.8   418.8    14.7 C    34.7    19.0    24.6
23907 201506  2.423  -98.0846   30.6222    31.1    21.1    26.1    25.5    65.9    22.0 C    48.2    22.7    31.5
23907 201507  2.423  -98.0846   30.6222    34.4    22.6    28.5    28.0     0.0    25.6 C    50.0    24.5    34.5
23907 201508  2.423  -98.0846   30.6222    36.3    23.0    29.7    28.9    31.1    23.1 C    50.9    25.1    34.8
23907 201509  2.423  -98.0846   30.6222    33.3    21.1    27.2    26.4    11.1    19.4 C    45.3    22.5    30.7
23907 201510  2.423  -98.0846   30.6222    28.6    16.8    22.7    22.2   241.8    15.4 C    36.8    17.4    24.8
23907 201511  2.423  -98.0846   30.6222    19.5    10.1    14.8    14.4   103.8     8.9 C    23.5    10.6    15.7
23907 201512  2.423  -98.0846   30.6222    18.7     7.9    13.3    12.6    51.9    10.4 C    22.6     6.8    12.8
23907 201601  2.423  -98.0846   30.6222    15.6     4.1     9.8     9.4     5.2    12.6 C    21.4     3.9    10.3
23907 201602  2.423  -98.0846   30.6222    20.3     8.2    14.2    13.7    28.4    15.8 C    28.8     7.6    15.4
23907 201603  2.423  -98.0846   30.6222    22.9    11.9    17.4    17.0   111.5    16.7 C    32.5    12.1    19.8
23907 201604  2.423  -98.0846   30.6222    24.8    14.9    19.9    19.5   127.1    18.4 C    35.7    15.3    22.9
23907 201605  2.423  -98.0846   30.6222    26.6    17.1    21.8    21.5   210.2    16.7 C    36.8    18.2    25.2
23907 201606  2.423  -98.0846   30.6222    31.9    21.7    26.8    26.2    61.0    22.6 C    47.3    23.1    32.0
23907 201607  2.423  -98.0846   30.6222    35.4    23.3    29.4    28.7     4.6    25.0 C    51.6    25.6    35.6
23907 201608  2.423  -98.0846   30.6222    32.8    22.4    27.6    26.9   294.1    19.9 C    45.8    24.3    32.1
23907 201609  2.423  -98.0846   30.6222    31.2    21.1    26.2    25.5    68.0    18.4 C    43.4    22.7    30.0
23907 201610  2.423  -98.0846   30.6222    28.2    17.2    22.7    22.0     1.1    16.1 C    38.8    17.9    25.3
23907 201611  2.423  -98.0846   30.6222    21.7    12.9    17.3    17.1   142.9     9.5 C    26.0    12.9    18.1
23907 201612  2.423  -98.0846   30.6222    15.7     6.1    10.9    10.8    53.3     7.1 C    18.9     7.0    11.9
23907 201701  2.423  -98.0846   30.6222    18.0     6.3    12.1    11.7    52.5    11.1 C    22.3     6.6    12.5
